City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Matagami,CA,49.75,-77.63,32.0,98,90,14.99,'light snow'
345,Pisco,PE,-13.7,-76.22,64.4,82,90,11.41,'overcast clouds'
346,Columbus,US,39.96,-83.0,37.99,69,90,20.8,'overcast clouds'
347,Arman,RU,59.7,150.17,30.22,94,100,7.52,'overcast clouds'
348,Pinawa,CA,50.15,-95.88,30.16,83,71,10.09,'broken clouds'
349,Ibatiba,BR,-20.23,-41.51,59.11,92,100,7.94,'light rain'
350,Paita,PE,-5.09,-81.11,65.86,79,74,17.13,'broken clouds'
351,Muzhi,RU,65.37,64.67,26.13,93,8,15.1,'clear sky'
352,Manlilinao,PH,11.11,124.5,77.45,87,100,4.52,'light rain'
353,Sapele,NG,5.89,5.68,76.44,93,98,2.44,'overcast clouds'
354,Grindavik,IS,63.84,-22.43,35.6,75,90,5.82,'overcast clouds'
355,Knysna,ZA,-34.04,23.05,57.2,100,0,3.36,'clear sky'
356,Orange,US,33.7,-117.77,87.01,26,40,6.8,'scattered clouds'
357,Qandala,SO,11.47,49.87,78.96,57,1,3.09,'clear sky'
358,Panama City,PA,8.99,-79.52,82.4,83,40,14.99,'shower rain'
359,Guerrero Negro,MX,27.98,-114.06,80.01,38,14,11.16,'few clouds'
360,Kyritz,DE,52.94,12.4,60.01,89,89,4.0,'overcast clouds'
361,Koulamoutou,GA,-1.13,12.47,71.65,94,100,0.94,'light rain'
362,Launceston,AU,-41.45,147.17,57.99,82,40,4.7,'scattered clouds'
363,Chimore,BO,-16.98,-65.13,86.92,32,26,0.65,'scattered clouds'
364,Mega,ET,4.05,38.3,60.15,96,99,9.01,'light rain'
365,Bairiki,KI,1.33,172.98,86.0,70,40,9.17,'scattered clouds'
366,Andenes,NO,69.31,16.12,46.4,81,100,14.99,'overcast clouds'
367,Ust-Kalmanka,RU,52.12,83.31,32.14,92,0,5.46,'clear sky'
368,Paramonga,PE,-10.67,-77.83,65.14,75,81,8.5,'broken clouds'
369,Kamenka,RU,51.32,42.77,41.25,80,9,8.43,'clear sky'
370,Nuevo Laredo,MX,27.48,-99.52,84.2,30,1,8.05,'clear sky'
371,Hassleholm,SE,56.16,13.77,55.4,100,99,10.89,'drizzle'
372,Geraldton,AU,-28.77,114.6,55.4,93,75,5.82,'light intensity shower rain'
373,Inhambane,MZ,-23.86,35.38,71.15,80,9,9.66,'clear sky'
374,Eskil,TR,38.4,33.41,48.6,56,33,5.1,'scattered clouds'
375,Goderich,CA,43.75,-81.72,37.4,77,100,27.51,'overcast clouds'
376,Progreso,MX,21.28,-89.67,80.01,74,75,9.17,'broken clouds'
377,Saskylakh,RU,71.92,114.08,-9.02,88,90,10.38,'overcast clouds'
378,Simbahan,PH,6.3,120.58,82.49,78,100,18.03,'light rain'
379,Savinskiy,RU,62.93,40.14,28.24,97,50,5.55,'scattered clouds'
380,Vieques,PR,18.43,-65.83,84.2,70,40,14.99,'scattered clouds'
381,Pinhao,BR,-25.7,-51.66,60.01,64,78,3.76,'broken clouds'
382,Turayf,SA,31.67,38.66,60.8,93,75,14.99,'broken clouds'
383,Sokode,TG,8.98,1.13,77.0,78,0,2.15,'clear sky'
384,Sawakin,SD,19.11,37.33,83.55,74,3,5.88,'clear sky'
385,Rocha,UY,-34.48,-54.33,54.34,78,0,4.72,'clear sky'
386,Morant Bay,JM,17.88,-76.41,79.0,94,75,24.16,'shower rain'
387,Darnah,LY,32.77,22.64,69.62,62,17,10.89,'few clouds'
388,Roma,US,43.21,-75.46,42.8,81,90,8.05,'light rain'
389,Luanda,AO,-8.84,13.23,77.0,88,75,5.82,'broken clouds'
390,Haga,NL,52.08,4.3,64.99,88,90,19.46,'overcast clouds'
391,Sakakah,SA,29.97,40.21,69.8,28,0,9.17,'clear sky'
392,Midland,US,32.0,-102.08,71.6,21,1,5.82,'clear sky'
393,Mehamn,NO,71.04,27.85,39.2,81,0,11.41,'clear sky'
394,Erzin,TR,36.96,36.2,71.01,70,22,1.5,'few clouds'
395,Bom Jesus Da Lapa,BR,-13.26,-43.42,77.85,69,100,3.04,'light rain'
396,Hendaye,FR,43.37,-1.77,68.0,82,0,1.12,'clear sky'
397,Pangnirtung,CA,66.15,-65.71,17.6,72,90,4.7,'light shower snow'
398,Zhangye,CN,38.93,100.45,34.68,73,0,2.48,'clear sky'
399,Beringovskiy,RU,63.05,179.32,23.99,96,100,3.96,'overcast clouds'
400,Noumea,NC,-22.28,166.46,86.0,45,20,5.82,'few clouds'
401,Salym,RU,60.06,71.48,27.39,98,81,7.43,'broken clouds'
402,Kenai,US,60.55,-151.26,26.01,38,1,24.16,'clear sky'
403,Ranong,TH,9.97,98.63,77.74,84,100,0.54,'overcast clouds'
404,La Ronge,CA,55.1,-105.28,42.8,91,87,4.7,'overcast clouds'
405,Olafsvik,IS,64.89,-23.71,37.13,78,49,16.78,'scattered clouds'
406,Luau,AO,-10.71,22.22,66.92,70,5,2.75,'clear sky'
407,Muros,ES,42.78,-9.06,66.99,89,100,18.99,'light rain'
408,Namatanai,PG,-3.67,152.43,83.71,73,96,4.52,'overcast clouds'
409,Dano,BF,11.15,-3.07,81.14,30,0,2.53,'clear sky'
410,Yining,CN,29.04,114.56,56.59,87,100,1.97,'overcast clouds'
411,Rapid Valley,US,44.06,-103.15,62.6,25,1,6.93,'clear sky'
412,Lumsden,CA,50.65,-104.87,52.0,32,90,13.87,'overcast clouds'
413,Touros,BR,-5.2,-35.46,80.6,78,40,11.41,'scattered clouds'
414,Kyshtovka,RU,56.55,76.63,32.74,95,100,9.95,'overcast clouds'
415,Jambi,ID,-1.6,103.62,72.9,96,100,1.63,'overcast clouds'
416,Camopi,GF,3.17,-52.32,79.0,76,45,3.38,'light rain'
417,Sete,FR,43.4,3.7,51.8,100,90,3.36,'overcast clouds'
418,Margate,GB,51.38,1.39,63.0,92,100,7.0,'light rain'
419,Hongjiang,CN,27.11,110.0,54.91,88,100,2.13,'light rain'
420,Panarukan,ID,-7.7,113.92,77.32,77,100,3.47,'overcast clouds'
421,Dicabisagan,PH,17.08,122.42,78.84,83,100,3.33,'light rain'
422,Bodmin,GB,50.47,-4.72,60.8,93,100,29.97,'overcast clouds'
423,Damghan,IR,36.17,54.35,55.62,37,0,1.21,'clear sky'
424,Nelson Bay,AU,-32.72,152.15,68.0,72,75,17.22,'broken clouds'
425,Xining,CN,36.62,101.77,29.71,81,10,1.68,'clear sky'
426,Martapura,ID,-3.42,114.85,73.78,96,100,2.42,'light rain'
427,Zeya,RU,53.75,127.27,18.5,87,100,9.08,'overcast clouds'
428,Tambo,PE,-14.8,-73.92,42.98,62,0,12.21,'clear sky'
429,Plettenberg Bay,ZA,-34.05,23.37,62.55,87,0,6.93,'clear sky'
430,Norman Wells,CA,65.28,-126.83,6.8,71,20,12.75,'few clouds'
431,Vestmannaeyjar,IS,63.44,-20.27,38.98,73,0,19.33,'clear sky'
432,Palmeira,BR,-25.43,-50.01,56.03,80,13,10.13,'few clouds'
433,Lahaina,US,20.88,-156.68,89.6,83,90,3.36,'overcast clouds'
434,Half Moon Bay,US,37.46,-122.43,78.01,60,5,5.82,'clear sky'
435,Zapolyarnyy,RU,69.42,30.81,39.2,93,90,28.86,'overcast clouds'
436,Kitob,UZ,39.08,66.83,54.45,31,95,2.84,'overcast clouds'
437,Meulaboh,ID,4.14,96.13,75.94,88,100,3.33,'light rain'
438,Najran,SA,17.49,44.13,62.6,29,0,1.68,'clear sky'
439,Taltal,CL,-25.4,-70.48,62.69,61,21,6.22,'few clouds'
440,Gillette,US,44.29,-105.5,62.6,20,1,5.82,'clear sky'
441,Antalaha,MG,-14.9,50.28,66.79,76,15,7.07,'few clouds'
442,Laguna,US,38.42,-121.42,82.0,22,1,4.7,'clear sky'
443,Yashkino,RU,55.87,85.43,35.6,80,20,15.66,'few clouds'
444,Vysotsk,RU,60.63,28.57,36.0,100,90,9.17,'overcast clouds'
445,Ariquemes,BR,-9.91,-63.04,80.28,75,93,4.32,'light rain'
446,Poya,NC,-21.35,165.15,82.22,58,30,2.95,'scattered clouds'
447,Buala,SB,-8.14,159.59,85.1,72,90,6.22,'overcast clouds'
448,Nedjo,ET,9.5,35.5,57.09,88,70,0.6,'broken clouds'
449,Jalu,LY,29.03,21.55,65.32,54,0,5.84,'clear sky'
450,Agirish,RU,61.92,63.02,26.15,96,20,8.86,'few clouds'
451,Ciudad Guayana,VE,8.35,-62.65,82.99,82,98,7.0,'heavy intensity rain'
452,Timra,SE,62.49,17.33,48.2,93,100,19.46,'overcast clouds'
453,Alanya,TR,36.54,32.0,60.8,93,40,4.7,'scattered clouds'
454,Mazatlan,MX,23.22,-106.42,86.0,71,85,5.99,'overcast clouds'
455,Iralaya,HN,15.0,-83.23,79.66,85,70,11.68,'moderate rain'
456,Boa Vista,BR,2.82,-60.67,82.4,69,75,12.75,'light rain'
457,Calvinia,ZA,-31.47,19.78,69.76,21,0,13.67,'clear sky'
458,Honiara,SB,-9.43,159.95,82.4,78,20,2.24,'few clouds'
459,Manacapuru,BR,-3.3,-60.62,82.4,74,75,6.93,'broken clouds'
460,Dothan,US,31.22,-85.39,73.4,49,1,11.41,'clear sky'
461,Vigeland,NO,58.08,7.3,53.01,1,100,1.01,'light rain'
462,Umm Kaddadah,SD,13.6,26.69,82.98,21,0,20.18,'clear sky'
463,Carutapera,BR,-1.2,-46.02,79.32,80,50,6.64,'scattered clouds'
464,Binzhou,CN,37.37,118.02,46.26,47,0,2.86,'clear sky'
465,Tecoanapa,MX,16.52,-98.75,85.66,68,0,8.81,'clear sky'
466,Hami,CN,42.8,93.45,36.95,67,0,5.5,'clear sky'
467,Aksarka,RU,66.56,67.8,24.64,95,0,12.57,'clear sky'
468,Avera,US,33.19,-82.53,68.0,64,1,8.05,'clear sky'
469,Kloulklubed,PW,7.04,134.26,77.0,94,75,4.7,'broken clouds'
470,Maltahohe,NA,-24.83,16.98,67.33,25,26,9.24,'scattered clouds'
471,Verkhoyansk,RU,67.54,133.38,-13.22,87,92,2.77,'overcast clouds'
472,Watsa,CD,3.04,29.54,64.69,99,100,1.23,'light rain'
473,Senanga,ZM,-16.12,23.27,74.66,27,0,5.99,'clear sky'
474,Camacha,PT,33.08,-16.33,66.2,88,20,1.12,'few clouds'
475,Mount Isa,AU,-20.73,139.5,78.8,20,0,9.17,'clear sky'
476,Perelyub,RU,51.87,50.37,42.64,71,51,9.62,'light rain'
477,Shelburne,CA,44.08,-80.2,35.01,89,88,17.29,'overcast clouds'
478,Acajutla,SV,13.59,-89.83,82.4,51,20,3.36,'few clouds'
479,Syracuse,IT,37.09,15.28,59.0,93,0,4.7,'clear sky'
480,Ploemeur,FR,47.73,-3.43,60.8,100,90,21.92,'overcast clouds'
481,Gogrial,SS,8.53,28.1,76.84,64,7,4.65,'clear sky'
482,Barcelos,PT,41.54,-8.62,64.4,93,90,9.17,'overcast clouds'
483,Torbay,CA,47.67,-52.73,39.0,80,20,10.29,'few clouds'
484,Huambo,AO,-12.78,15.74,63.55,77,92,1.95,'overcast clouds'
485,Srednekolymsk,RU,67.45,153.68,-4.05,91,95,6.6,'overcast clouds'
486,Aitape,PG,-3.14,142.35,81.34,78,93,4.74,'light rain'
487,Tostedt,DE,53.28,9.72,61.0,93,100,10.29,'light rain'
488,Gawler,AU,-34.6,138.73,75.0,42,82,10.0,'broken clouds'
489,Sakhipur,BD,24.3,90.18,77.0,83,75,1.41,'haze'
490,Juba,SS,4.85,31.58,75.51,66,59,3.0,'broken clouds'
491,Ambovombe,MG,-25.17,46.08,67.75,81,1,17.83,'clear sky'
492,Mackay,AU,-21.15,149.2,78.01,83,57,6.93,'broken clouds'
493,Okha,RU,53.57,142.95,41.77,97,100,8.95,'overcast clouds'
494,Onega,RU,63.91,38.14,33.31,92,91,6.53,'overcast clouds'
495,Alekseyevsk,RU,57.84,108.35,10.74,91,0,2.68,'clear sky'
496,Carballo,ES,43.21,-8.69,66.2,82,20,6.93,'few clouds'
497,Comodoro Rivadavia,AR,-45.87,-67.5,78.8,41,0,4.7,'clear sky'
498,Chute-Aux-Outardes,CA,49.12,-68.4,41.0,80,90,12.75,'overcast clouds'
499,Port Moresby,PG,-9.44,147.18,79.81,83,61,1.99,'broken clouds'
500,Nordenham,DE,53.5,8.48,63.0,87,75,8.05,'light rain'
501,Ahipara,NZ,-35.17,173.17,70.21,68,94,7.29,'overcast clouds'
502,Leh,IN,34.17,77.58,28.35,69,13,3.11,'few clouds'
503,Payette,US,44.08,-116.93,63.0,26,1,3.36,'clear sky'
504,Vangaindrano,MG,-23.35,47.6,69.3,83,100,4.52,'overcast clouds'
505,Wageningen,NL,51.97,5.67,64.99,100,90,14.99,'overcast clouds'
506,Tiarei,PF,-17.53,-149.33,82.4,69,75,10.29,'broken clouds'
507,Odweyne,SO,9.41,45.06,71.6,20,0,11.34,'clear sky'
508,Cabedelo,BR,-6.98,-34.83,78.8,83,20,9.17,'few clouds'
509,Westport,US,41.14,-73.36,55.4,87,90,10.29,"'moderate rain', 'mist'"
510,Daru,PG,-9.08,143.21,83.21,78,90,13.76,'light rain'
511,Sortavala,RU,61.71,30.69,41.29,83,60,11.79,'broken clouds'
512,Cayenne,GF,4.93,-52.33,80.6,94,50,2.24,'moderate rain'
513,Prince Rupert,CA,54.32,-130.32,53.6,87,90,20.8,'light rain'
514,Bastrop,US,32.76,-91.87,69.8,32,1,6.93,'clear sky'
515,Kashi,CN,39.45,75.98,42.8,38,0,11.18,'clear sky'
516,Baiyin,CN,36.56,104.21,41.0,40,0,2.24,'clear sky'
517,Las Tunas,CU,20.96,-76.95,82.4,74,75,11.41,'light rain'
518,Icod De Los Vinos,ES,28.37,-16.71,73.0,28,13,3.0,'few clouds'
519,Hirara,JP,24.8,125.28,71.6,83,75,6.93,'broken clouds'
520,Minsk Mazowiecki,PL,52.18,21.57,48.0,91,100,7.87,'overcast clouds'
521,Necocli,CO,8.42,-76.79,83.39,73,85,5.19,'light rain'
522,Paamiut,GL,61.99,-49.67,25.84,95,86,6.49,'light snow'
523,Chimbote,PE,-9.09,-78.58,63.9,76,100,9.6,'overcast clouds'
524,High Rock,BS,26.62,-78.28,82.4,88,40,6.93,'shower rain'
525,Stornoway,GB,58.21,-6.39,48.2,87,90,19.46,'overcast clouds'
526,Beohari,IN,24.05,81.38,63.1,39,0,2.51,'clear sky'
527,Canavieiras,BR,-15.68,-38.95,82.4,83,20,1.12,'few clouds'
528,Ugoofaaru,MV,5.67,73.0,82.08,71,69,5.57,'broken clouds'
529,Tautira,PF,-17.73,-149.15,82.4,69,75,10.29,'broken clouds'
530,Panaba,MX,21.28,-88.27,75.97,86,99,12.71,'overcast clouds'
531,Lebedinyy,RU,58.52,125.52,-14.69,90,100,1.66,'overcast clouds'
532,Sola,VU,-13.88,167.55,84.2,83,75,5.82,'broken clouds'
533,Sur,OM,22.57,59.53,69.66,40,0,4.32,'clear sky'
534,Kawalu,ID,-7.38,108.21,70.7,93,35,2.08,'scattered clouds'
535,Sungai Udang,MY,2.27,102.14,77.0,94,20,2.24,'few clouds'
536,Chapada Dos Guimaraes,BR,-15.46,-55.75,93.2,34,20,9.17,'few clouds'
537,Tres Arroyos,AR,-38.37,-60.28,66.13,53,93,8.86,'overcast clouds'
538,Durban,ZA,-29.86,31.03,62.01,93,90,3.36,'heavy intensity rain'
539,Maldonado,UY,-34.67,-54.92,62.6,82,20,10.29,'few clouds'
540,Bilibino,RU,68.05,166.44,7.52,92,96,1.1,'overcast clouds'
541,Yuxia,CN,34.06,108.63,51.01,75,0,4.47,'clear sky'
542,Caucaia,BR,-3.74,-38.65,81.0,83,40,9.17,'scattered clouds'
543,Mayo,US,38.89,-76.51,57.99,85,75,6.93,'broken clouds'
544,Macaiba,BR,-5.86,-35.35,80.6,78,40,11.41,'scattered clouds'
545,Faya,SA,18.39,42.45,60.8,28,0,2.84,'clear sky'
546,Alice Springs,AU,-23.7,133.88,69.8,18,0,13.0,'clear sky'
547,San Carlos Park,US,26.47,-81.8,84.2,66,1,3.36,'clear sky'
548,Calama,CL,-22.47,-68.93,71.6,10,0,25.28,'clear sky'
549,Casino,AU,-28.87,153.05,70.0,77,0,3.36,'clear sky'
550,Boca Do Acre,BR,-8.75,-67.4,81.79,66,100,1.43,'overcast clouds'
551,Kindia,GN,10.06,-12.87,72.36,79,40,2.46,'scattered clouds'
552,Cockburn Town,TC,21.46,-71.14,82.4,69,40,11.41,'scattered clouds'
553,Luwuk,ID,-0.95,122.79,78.73,74,100,4.97,'overcast clouds'
554,Gorin,RU,51.2,136.67,30.47,97,58,1.52,'broken clouds'
555,Kaeo,NZ,-35.1,173.78,73.0,77,99,8.99,'overcast clouds'
556,Abonnema,NG,4.71,6.79,77.56,90,99,4.18,'overcast clouds'
557,Mahibadhoo,MV,3.78,72.97,81.97,74,74,7.07,'broken clouds'
558,Portree,GB,57.41,-6.19,51.01,74,94,15.01,'light rain'
559,Bereda,ES,43.27,-7.54,66.99,100,96,10.0,'overcast clouds'
560,Naze,JP,28.37,129.48,73.4,94,40,11.41,'scattered clouds'
561,Salvador,SV,13.83,-88.92,87.8,58,40,11.41,'scattered clouds'
562,Ojinaga,MX,29.57,-104.42,80.6,21,1,12.75,'clear sky'
563,Den Helder,NL,52.96,4.76,64.99,88,90,35.57,'overcast clouds'
564,Mtsensk,RU,53.28,36.57,45.73,93,77,10.29,'broken clouds'
565,Los Llanos De Aridane,ES,28.66,-17.92,77.0,33,0,11.41,'clear sky'
566,Wagrowiec,PL,52.81,17.2,51.01,90,87,3.0,'overcast clouds'
567,Zaltan,LY,32.95,11.87,69.35,68,0,7.67,'clear sky'
568,Buta,CD,2.79,24.73,71.02,96,100,0.89,'overcast clouds'
569,Malinovoye Ozero,RU,51.68,79.78,34.39,86,66,6.58,'broken clouds'
570,Mogadishu,SO,2.04,45.34,79.34,80,100,9.64,'light rain'
571,Chaman,PK,30.92,66.45,39.92,65,0,1.7,'clear sky'
572,Portland,US,45.52,-122.68,66.99,39,1,3.51,'clear sky'
573,Aransas Pass,US,27.91,-97.15,80.6,39,1,13.87,'clear sky'
574,Rosetta,EG,31.4,30.42,71.6,60,20,9.17,'few clouds'
575,Athabasca,CA,54.72,-113.29,57.2,54,6,6.93,'clear sky'
576,Kologriv,RU,58.83,44.32,28.24,97,41,2.57,'scattered clouds'
577,Olga,RU,43.74,135.29,38.03,77,71,7.02,'broken clouds'
578,Anadyr,RU,64.75,177.48,15.8,85,75,2.24,'light snow'
579,Satrikh,IN,26.87,81.2,64.4,68,0,6.13,'haze'
580,Santa Maria Da Boa Vista,BR,-8.81,-39.83,83.79,58,72,13.35,'light rain'
581,Trinidad,BO,-14.83,-64.9,91.4,38,2,9.17,'smoke'
582,Havre-Saint-Pierre,CA,50.23,-63.6,39.2,86,90,13.87,'overcast clouds'
583,Road Town,VG,18.42,-64.62,82.99,69,40,11.41,'scattered clouds'
584,Byron Bay,AU,-28.65,153.62,70.0,72,75,10.29,'broken clouds'
585,Pilar,BR,-9.6,-35.96,78.8,78,0,8.05,'clear sky'
586,Zatoka,UA,46.07,30.47,48.2,100,90,8.95,'overcast clouds'
587,Saint-Jean-De-Luz,FR,43.39,-1.66,68.0,82,0,1.12,'clear sky'
588,Remedios,CU,22.49,-79.55,84.2,70,20,11.41,'few clouds'
589,Thomasville,US,35.88,-80.08,61.0,80,30,12.84,'scattered clouds'
590,Sembakung,ID,3.82,117.25,73.36,97,100,2.15,'light rain'
591,Divnomorskoye,RU,44.5,38.14,57.81,74,62,16.04,'light rain'
592,Shakhtinsk,KZ,49.71,72.59,15.8,78,0,4.47,'clear sky'
593,Mokhsogollokh,RU,61.47,128.92,-12.95,89,7,2.01,'clear sky'
594,Abu Dhabi,AE,24.47,54.37,77.0,78,0,3.36,'clear sky'
595,Uyuni,BO,-20.46,-66.83,59.13,22,2,17.67,'clear sky'
596,Alyangula,AU,-13.85,136.42,66.2,93,0,7.27,'clear sky'
597,San Rafael,AR,-34.62,-68.33,82.54,15,0,14.36,'clear sky'
598,Kulhudhuffushi,MV,6.62,73.07,82.2,68,52,4.56,'broken clouds'
599,Mbaiki,CF,3.87,17.99,72.05,90,75,0.96,'broken clouds'
600,Kargasok,RU,59.06,80.86,30.58,97,97,13.6,'overcast clouds'
601,Karaton,ID,-6.34,106.1,78.01,88,20,13.87,'moderate rain'
602,Olinda,BR,-8.01,-34.86,80.6,74,40,10.29,'scattered clouds'
603,Karratha,AU,-20.74,116.85,73.42,67,97,11.95,'overcast clouds'
604,Stephenville,US,32.22,-98.2,69.8,26,1,10.29,'clear sky'
605,Lingyuan,CN,41.24,119.4,31.23,73,0,6.44,'clear sky'
606,Bosaso,SO,11.28,49.18,77.5,72,0,2.98,'clear sky'
607,Dera Ghazi Khan,PK,30.06,70.63,62.6,29,0,1.5,'clear sky'
608,Poum,NC,-20.23,164.02,78.53,73,0,10.67,'clear sky'
609,Moranbah,AU,-22.0,148.05,78.98,55,0,15.32,'clear sky'
610,Chara,RU,56.91,118.26,-10.32,80,6,0.11,'clear sky'
611,Liverpool,GB,53.41,-2.98,61.0,87,40,14.99,'shower rain'
612,Warrington,GB,53.39,-2.58,62.01,87,40,14.99,'shower rain'
613,Lagos,NG,6.58,3.75,77.92,92,80,4.76,'light rain'
614,Kaupanger,NO,61.18,7.24,46.4,75,75,38.03,'broken clouds'
615,Biloxi,US,30.4,-88.89,73.4,46,22,16.11,'few clouds'
616,Harper,LR,4.38,-7.72,77.85,88,37,6.53,'scattered clouds'
617,Beyneu,KZ,45.32,55.2,49.95,46,92,13.11,'overcast clouds'
618,Great Falls,US,47.5,-111.3,66.2,18,1,23.04,'clear sky'
619,Eydhafushi,MV,5.1,73.07,82.4,69,63,5.41,'broken clouds'
620,Dunmore Town,BS,25.5,-76.65,81.7,80,16,9.4,'few clouds'
621,Tambopata,PE,-12.73,-69.18,83.53,46,92,2.42,'overcast clouds'
622,Neryungri,RU,56.67,124.65,-4.22,89,100,13.0,'light snow'
623,Birao,CF,10.28,22.79,76.96,38,15,2.1,'few clouds'
624,Pafos,CY,34.77,32.42,62.6,72,20,6.93,'few clouds'
625,Alta Floresta,BR,-9.88,-56.09,73.38,95,100,4.05,'light rain'
626,Porto Novo,BJ,6.5,2.6,79.48,87,26,8.19,'scattered clouds'
627,Sharjah,AE,25.36,55.4,78.01,78,0,4.7,'haze'
628,Saryozek,KZ,44.36,77.98,36.25,70,0,1.12,'clear sky'
629,Bystryy Istok,RU,52.37,84.39,31.57,95,7,2.93,'clear sky'
630,Komsomolskiy,UZ,40.43,71.72,46.4,36,100,6.93,'overcast clouds'
631,Rameshki,RU,57.34,36.05,35.49,87,95,7.72,'overcast clouds'
632,Jasper,US,37.2,-94.35,55.99,24,1,9.17,'clear sky'
633,Rio Gallegos,AR,-51.62,-69.22,57.2,54,75,13.87,'broken clouds'
634,Conakry,GN,9.54,-13.68,81.75,79,12,8.99,'few clouds'
635,Tocopilla,CL,-22.09,-70.2,67.21,50,33,6.26,'scattered clouds'
636,Maputo,MZ,-25.97,32.59,69.01,94,40,8.05,'scattered clouds'
637,Barabinsk,RU,55.36,78.36,35.33,95,100,12.62,'overcast clouds'
638,Bonavista,CA,48.65,-53.11,37.99,74,14,8.05,'few clouds'
639,Erenhot,CN,43.65,111.98,22.23,72,2,10.0,'clear sky'
640,Sangar,RU,63.92,127.47,-7.82,91,99,5.64,'overcast clouds'
641,Antofagasta,CL,-23.65,-70.4,62.6,67,40,18.34,'scattered clouds'
642,Leshukonskoye,RU,64.9,45.76,28.9,96,86,6.15,'overcast clouds'
643,Jasidih,IN,24.52,86.65,72.28,55,2,5.19,'clear sky'
644,Gladstone,AU,-23.85,151.25,78.8,74,40,5.82,'scattered clouds'
645,Kachug,RU,53.96,105.88,13.33,87,0,0.58,'clear sky'
646,Kakinada,IN,16.93,82.22,75.9,76,4,2.28,'clear sky'
647,Phon,TH,15.82,102.6,75.99,99,45,7.36,'scattered clouds'
648,Vacaria,BR,-28.51,-50.93,62.01,51,32,3.0,'scattered clouds'
649,Pittsfield,US,42.45,-73.25,48.2,87,90,12.75,'overcast clouds'
650,Campoverde,PE,-8.48,-74.81,87.8,48,40,4.7,'scattered clouds'
651,Pundaguitan,PH,6.37,126.17,82.62,72,99,3.4,'overcast clouds'
652,Chokwe,MZ,-24.53,32.98,68.04,88,83,4.54,'broken clouds'
653,Baherden,TM,38.44,57.43,66.15,24,26,4.97,'scattered clouds'
654,Kaitangata,NZ,-46.28,169.85,55.0,65,76,15.01,'broken clouds'
655,Labuhan,ID,-6.88,112.21,77.41,84,79,5.3,'moderate rain'
656,Sobolevo,RU,54.43,31.9,41.68,89,100,7.87,'overcast clouds'
657,Vostok,RU,46.49,135.88,27.28,99,66,3.83,'broken clouds'
658,Tashtagol,RU,52.77,87.89,26.42,95,6,2.26,'clear sky'
659,Henties Bay,NA,-22.12,14.28,55.0,91,42,5.41,'scattered clouds'
660,Morro Bay,US,35.37,-120.85,90.0,14,8,5.01,'clear sky'
661,Arica,CL,-18.48,-70.3,66.0,72,90,9.17,'overcast clouds'
662,Culebra,PR,18.3,-65.3,82.4,65,1,13.87,'clear sky'
663,Clive,US,41.6,-93.72,45.0,26,20,16.11,'few clouds'
664,Ouargaye,BF,11.5,0.06,82.0,24,24,7.78,'few clouds'
665,Gwadar,PK,25.12,62.33,75.13,28,0,8.79,'clear sky'
666,Songea,TZ,-10.68,35.65,67.68,65,86,4.76,'overcast clouds'
667,Bandrele,YT,-12.91,45.19,73.4,88,0,3.36,'clear sky'
668,Upington,ZA,-28.45,21.26,75.2,25,0,8.05,'clear sky'
669,Culpeper,US,38.5,-77.97,55.99,100,75,12.88,'mist'
670,Salalah,OM,17.02,54.09,75.2,53,0,4.7,'clear sky'
671,Kahului,US,20.89,-156.47,87.8,55,40,12.75,'scattered clouds'
672,Urumqi,CN,43.8,87.6,35.6,59,0,6.71,'clear sky'
673,Van,TR,38.49,43.38,55.4,28,40,8.05,'scattered clouds'
674,Sorong,ID,-0.88,131.25,81.0,81,98,6.87,'moderate rain'
675,Birobidzhan,RU,48.8,132.95,30.72,93,11,4.36,'light snow'
676,Whitehorse,CA,60.72,-135.05,8.01,71,90,12.75,'light snow'
677,Aranos,NA,-24.13,19.12,72.82,43,73,6.55,'broken clouds'
678,Port Blair,IN,11.67,92.75,79.72,79,56,3.78,'broken clouds'
679,Ust-Ilimsk,RU,58.0,102.66,18.1,87,97,8.25,'overcast clouds'
680,Akureyri,IS,65.68,-18.09,37.4,55,90,5.82,'overcast clouds'
681,Kharan,PK,28.58,65.42,51.67,35,0,3.62,'clear sky'
682,Tuy Hoa,VN,13.08,109.3,74.55,86,95,11.41,'light rain'
683,Marsa Matruh,EG,31.35,27.25,64.4,88,40,5.82,'scattered clouds'
684,Bismarck,US,46.81,-100.78,50.0,31,1,16.11,'clear sky'
685,Anito,PH,12.45,125.29,78.12,85,97,2.46,'moderate rain'
686,Galle,LK,6.04,80.22,78.49,80,35,5.97,'scattered clouds'
687,Berlevag,NO,70.86,29.09,39.2,86,0,25.28,'clear sky'
688,Manaure,CO,11.78,-72.44,84.0,76,100,11.14,'light rain'
689,Cartagena,CO,10.4,-75.51,84.2,83,75,6.93,'broken clouds'
690,Gizo,SB,-8.1,156.84,84.58,72,19,7.11,'light rain'
691,Soyo,AO,-6.13,12.37,78.24,87,100,7.78,'overcast clouds'
692,Padang,ID,-0.95,100.35,77.9,72,100,3.4,'overcast clouds'
693,Raudeberg,NO,61.99,5.14,48.0,83,100,27.18,'light rain'
694,Turukhansk,RU,65.82,87.98,22.86,98,100,9.64,'overcast clouds'
695,Khovu-Aksy,RU,51.13,93.6,22.01,92,42,4.27,'scattered clouds'
